DEALER_ID|VIN|CARFAX_URL|ICON_URL|IS_ONE_OWNER
AUTO1PR|KNDJ23AU1N7832382|https://www.carfax.com/VehicleHistory/ar20/Pn5-ZhjaVQUjFYCmPYvZnyOyp-xKz-FHXC-bJs6yBIpDnV77s5_gxNAgohUOUo31ZL88B3RmzcalvS1_fzTKJkmUO6tpr-AN93Y|https://partnerstatic.carfax.com/img/valuebadge/1own.svg|Y
AUTO1PR|3MYDLBYV2LY710646|https://www.carfax.com/VehicleHistory/ar20/sSe38TQH9fXV_vkBCEkhrGlN3rG4rjXjEEQSfT4Skqcj1SLd-HhhJYQGeM0pSP1RCJbSCrkH_LG2UFOlkdjRwuLN90OjQlj_yHc|https://partnerstatic.carfax.com/img/valuebadge/1own.svg|Y
AUTO1PR|5FNYF7H27MB007440|https://www.carfax.com/VehicleHistory/ar20/rbdOhSt15WYt30QgOnEo5AxcDEsJ5rkxNmLXo1vRLycd-A9Chc4h2_x86Znk_KAfPdD0PwpMI0BvAkHRakn7rFdpn9MZT-up6n0|https://partnerstatic.carfax.com/img/valuebadge/1own.svg|Y
AUTO1PR|JTDDPMAE9MJ182103|https://www.carfax.com/VehicleHistory/ar20/83eXzbF2kd50ZT6S290NUYm7NySq0hwNVMftUPTT3mvSpv4w3HN_O3FWAksGBi8xVd9qJhWT5bBF9YUebRWlqNX1t9nFf-NI48U|https://partnerstatic.carfax.com/img/valuebadge/1own.svg|Y
AUTO1PR|3CZRU5H13NM706402|https://www.carfax.com/VehicleHistory/ar20/IauE8Kacwcra-DHufyYW0bTt_VivrDokasCmqJgDyov4N8H-DyLBLmjzQvqDssSF9TCdVlPHRllRtERqO9tBWTADfolXttlNWSc|https://partnerstatic.carfax.com/img/valuebadge/showme.svg|N
AUTO1PR|5NPEJ4J23NH144758|https://www.carfax.com/VehicleHistory/ar20/6zLqDbjZgbMUPT3GjFP4nX9jJxAEQ0toXUTIII3UZw3hiH9x69jke44EnrN2EafflS-s5tR_gXcnjGFVhnKVWWu3q4-kepm_9Jc|https://partnerstatic.carfax.com/img/valuebadge/showme.svg|N
AUTO1PR|3N1CP5CV7PL470622|https://www.carfax.com/VehicleHistory/ar20/mbczmhCuGx4xPDGkzYLY8neSA14YLdEkRIiUC-gvuDmbSoQoSUM5MKKkznutmB4FtrfiQcmgOw3Bd-5aCH1uQolCqhs74CsuukI|https://partnerstatic.carfax.com/img/valuebadge/1own.svg|Y
AUTO1PR|3N1CN8DV2ML817100|https://www.carfax.com/VehicleHistory/ar20/Avz_2CpIH478YMyb8g6HRAJi3_cGAeUnUG2A34h9SLkkXC7ID2TtVZii-E5mWmp6TRT-z2uVdO-wJogJFNuZ0CvITNdt_ZLKxXI|https://partnerstatic.carfax.com/img/valuebadge/showme.svg|N
AUTO1PR|3KPA24AD5NE444416|https://www.carfax.com/VehicleHistory/ar20/bwVnmiRC0mrO-icTFFUnxaMVd22GETTp0MWLppQODTwX0ZBr5VFQEeGxgIRswecTpWvcRQ_-9IYCBGipRpNt7Tit2THKQm06xqE|https://partnerstatic.carfax.com/img/valuebadge/showme.svg|N
AUTO1PR|KNDMB5C19L6581559|https://www.carfax.com/VehicleHistory/ar20/nc5mP0LjG8vkEteC0rRjryT0WIFCpiGD_l8edpiDuongNBrdBej-DU3dwW-qpIhs4AocAJDLWH7ooJ9RckZWwVq3miEBcXIZoDQ|https://partnerstatic.carfax.com/img/valuebadge/showme.svg|N
AUTO1PR|KM8K22AB3NU865927|https://www.carfax.com/VehicleHistory/ar20/PP3ePsAr-e0VppFAVP7yRAcshzL5mC4n0Q5J_hQe76XF5d0nj3NYFp_qDLLp6_G28p0K5ivv8SxedzcYQEfc3jiAe-dK1cQTENs|https://partnerstatic.carfax.com/img/valuebadge/1own.svg|Y
AUTO1PR|MAJ3P1RE4JC237870|https://www.carfax.com/VehicleHistory/ar20/MW_UfuMHwfqnn6uquC2wqysKOR5R92qToKyY-Tl89RII7LjhKUMK84OBd55qefmeOkADQKnWsQUDuBclRo98A1akTIRmso9zrlI|https://partnerstatic.carfax.com/img/valuebadge/1own.svg|Y
AUTO1PR|1N6AD0EV2KN725132|https://www.carfax.com/VehicleHistory/ar20/MXwKvq0B5ppmv3qdn0sKTwqmL0pnpf4CuvZTWS1f_aZ2IdFvpuxFivXcxxCpb-FDNXxJkZHvbhKN9X2YukBTgfe9zIyPSscSIgM|https://partnerstatic.carfax.com/img/valuebadge/1own.svg|Y
AUTO1PR|5TFRX5GN0LX165625|https://www.carfax.com/VehicleHistory/ar20/7LSvbcTcQ3NdS-9NcRuCF1ZeLO05QmgHD0VZiJZGPxT0xfoC89RjNEBby3HdmDBowEV1rtgXeyFEXn0FfMi-Ib0wNfcppCli6UE|https://partnerstatic.carfax.com/img/valuebadge/1own.svg|Y
AUTO1PR|1N6ED1EK9NN625675|https://www.carfax.com/VehicleHistory/ar20/c-gxjwnvYCeK6SjVSHd-091vvzTZD2r1EyY-sq4ZbX1RYLtkTzrHksH35L7w0I261YuvIeQmcZcPMKBxsiH07Fo8fcv1-BkrnrI|https://partnerstatic.carfax.com/img/valuebadge/showme.svg|N
